545, 289, 1160
605, 261, 1207
636, 75, 1173
620, -98, 1116
568, -233, 1024
568, -233, 1024
563, -386, 1004
482, -515, 1043
394, -639, 1074
375, -796, 1070
395, -897, 1068
294, -795, 1074
264, -687, 1006
284, -598, 974
219, -515, 997
104, -342, 960
74, -64, 992
74, -64, 1057
59, 40, 1057
-83, 156, 1124
-181, 268, 1038
-287, 398, 1053
-236, 349, 1007
-195, 331, 1010
-209, 441, 1043
-210, 502, 1051
-111, 430, 1077
64, 358, 1067
64, 358, 1067
174, 418, 1127
231, 450, 1204
293, 435, 1213
331, 304, 1243
301, 194, 1164
262, 3, 1070
53, -97, 1036
53, -97, 1036
-156, -112, 958
-193, -243, 810
-247, -414, 778
-368, -406, 798
-478, -335, 762
-543, -358, 774
-654, -360, 887
-709, -268, 949
-630, -167, 968
-538, -83, 930
-566, 40, 993
-566, 40, 993
-648, 80, 1007
-604, 77, 911
-528, 70, 966
-534, 63, 1043
-583, 88, 1054
-537, 31, 1042
-537, 31, 1042
-442, -66, 1031
-311, -212, 1064
-182, -403, 1006
-111, -497, 996
-56, -534, 971
67, -577, 913
290, -706, 905
380, -800, 997
316, -792, 1097
230, -712, 1112
178, -632, 1060
186, -563, 985
186, -563, 985
206, -494, 937
196, -436, 944
221, -452, 976
151, -421, 1013
-,-,-
-11, -161, 981
-21, -192, 962
-42, -178, 931
-146, -172, 901
-309, -153, 931
-506, -202, 1036
-674, -184, 1086
-844, -166, 989
-871, -145, 919
-770, -139, 821
-665, -81, 917
-658, -39, 1034
-442, 44, 902
-442, 44, 902
-43, 106, 743
160, 28, 951
193, -60, 1149
239, -72, 1133
370, -87, 1048
475, -211, 1173
476, -350, 1238
476, -350, 1238
425, -466, 1116
359, -524, 1022
281, -555, 1028
191, -650, 1050
81, -713, 1089
-11, -739, 1126
-72, -771, 1099
-119, -742, 1052
-112, -694, 1005
-126, -672, 976
-131, -555, 1010
-19, -408, 998
61, -325, 1048
28, -233, 1111
10, 5, 1057
10, 5, 1057
73, 189, 970
163, 299, 885
195, 368, 981
195, 368, 1010
200, 359, 1010
172, 375, 1016
181, 401, 1023
192, 405, 1035
246, 345, 1066
313, 287, 1121
372, 246, 1118
443, 175, 1147
487, 163, 1139
487, 163, 1139
514, 82, 1127
548, -22, 1125
498, -17, 1156
391, -17, 1096
282, -58, 1020
202, -111, 976
25, -102, 1001
25, -102, 1001
-155, -38, 992
-315, -31, 938
-357, -7, 814
-316, -84, 762
-358, -8, 790
-471, 95, 865
-483, 168, 917
-483, 168, 917
-466, 239, 901
-406, 293, 859
-304, 378, 851
-284, 451, 1004
-276, 528, 1151
-234, 554, 1104
-176, 472, 1012
-162, 417, 985
-177, 302, 959
-144, 164, 1026
-144, 164, 1026
-116, 48, 986
-98, -160, 1019
-144, -343, 1054
-111, -572, 988
-76, -838, 1016
-120, -916, 1144
-171, -878, 1159
-,-,-
-51, -12, 1013
-84, -27, 992
-173, 57, 959
-254, 203, 1055
-241, 230, 1088
-206, 143, 1049
-294, 131, 977
-508, 206, 1045
-556, 300, 1201
-509, 415, 1240
-509, 415, 1240
-473, 315, 1083
-389, 197, 858
-236, 160, 729
-236, 262, 785
-128, 254, 774
42, 126, 712
68, -48, 874
68, -48, 874
62, -57, 1092
122, -158, 1000
161, -233, 916
205, -186, 888
62, -173, 1316
50, -358, 1235
-17, -532, 1027
-80, -624, 1093
-80, -624, 1093
-138, -612, 1154
-274, -541, 1156
-351, -563, 1080
-474, -598, 1115
-510, -570, 1108
-579, -415, 1015
-544, -306, 1037
-490, -269, 1114
-382, -296, 1002
-226, -323, 865
-155, -245, 896
-97, -56, 942
1, 6, 1043
85, -35, 1067
156, 17, 969
156, 17, 969
225, 180, 826
266, 227, 880
296, 334, 1052
358, 340, 1193
440, 260, 1177
506, 202, 1101
506, 202, 1101
499, 178, 1125
437, 83, 1217
412, -49, 1232
366, -121, 1154
306, -107, 1127
294, -115, 1094
212, -107, 1159
154, -231, 1251
60, -306, 1172
-91, -252, 1128
-91, -252, 1128
-66, -129, 1013
-106, 1, 855
-87, 99, 637
-146, 132, 770
-199, 239, 992
-177, 226, 919
-154, 237, 782
-154, 237, 782
-130, 375, 689
-124, 358, 744
-89, 373, 859
-101, 428, 1075
9, 384, 1197
47, 345, 1094
3, 336, 1127
3, 336, 1127
125, 323, 1070
196, 298, 1112
228, 259, 1057
162, 237, 964
32, 156, 1087
32, 156, 1087
5, 129, 1056
-27, 137, 1014
-76, 59, 958
-149, -21, 914
-219, -76, 948
-321, -173, 1050
-373, -242, 1031
-373, -266, 944
-373, -266, 944
-408, -291, 936
-482, -288, 938
-452, -321, 927
-418, -330, 990
-407, -348, 1017
-384, -381, 1006
-,-,-
10, -78, 977
55, -91, 985
27, -94, 952
27, -94, 952
27, -68, 878
18, 67, 891
12, 260, 944
12, 260, 944
78, 540, 1079
163, 790, 1169
65, 811, 1077
31, 851, 1043
-50, 788, 851
-50, 788, 851
-14, 670, 940
80, 403, 1031
139, 106, 1082
150, -277, 1007
-72, -644, 930
-180, -687, 1163
-150, -753, 1019
-119, -819, 825
-206, -870, 754
-245, -725, 828
-315, -637, 897
-315, -637, 897
-501, -546, 967
-625, -344, 1065
-775, -192, 1033
-809, -23, 1014
-815, 20, 1041
-761, 63, 983
-657, 146, 1028
-597, 48, 923
-331, -46, 1005
36, -61, 1132
139, -129, 1062
205, -198, 942
205, -198, 942
338, -170, 972
390, -138, 985
362, -80, 1076
356, -74, 1102
391, -132, 1097
427, -178, 1075
393, -254, 1079
324, -350, 1110
311, -399, 1106
273, -513, 1109
193, -632, 1171
118, -669, 1122
118, -669, 1122
138, -533, 1116
67, -498, 1124
20, -496, 1205
26, -402, 1116
81, -337, 939
139, -199, 825
233, 66, 994
138, 362, 836
138, 362, 836
243, 494, 756
221, 437, 883
233, 357, 889
198, 325, 885
222, 345, 919
222, 345, 919
337, 405, 908
555, 435, 986
516, 234, 964
501, 58, 1001
574, -27, 981
574, -27, 981
619, -5, 960
630, 129, 1056
593, 151, 1158
514, 63, 1053
355, 88, 1093
355, 88, 1093
91, 110, 1029
-209, 225, 990
-260, 144, 968
-375, 19, 933
-635, 9, 956
-635, 9, 956
-837, 60, 1082
-880, 93, 1170
-764, 56, 1005
-670, 81, 925
-572, 128, 873
-,-,-
55, -82, 1023
41, -82, 942
59, -103, 903
119, -69, 934
188, 83, 913
188, 83, 913
273, 254, 916
410, 434, 980
599, 646, 1001
661, 821, 1008
512, 950, 1096
512, 950, 1096
368, 718, 991
454, 419, 760
496, 28, 845
327, -291, 749
-104, -398, 878
-446, -625, 1085
-366, -679, 1202
-305, -592, 1180
-306, -497, 1080
-280, -313, 1057
-409, -213, 1005
-555, -103, 1059
-669, 85, 1249
-669, 85, 1249
-668, 247, 1270
-562, 409, 1002
-614, 504, 904
-720, 459, 904
-486, 478, 1042
-297, 400, 1077
-191, 217, 847
-91, 39, 900
107, -171, 980
107, -171, 980
306, -435, 1024
342, -559, 1053
339, -597, 1076
335, -682, 1061
355, -721, 952
343, -663, 898
239, -572, 997
111, -449, 1253
-111, -433, 1208
-319, -491, 1097
-302, -527, 947
-256, -429, 930
-241, -359, 1050
-282, -336, 1264
-206, -243, 1239
113, 3, 858
113, 3, 858
331, 280, 718
457, 381, 899
498, 323, 1125
498, 225, 1087
659, 332, 843
659, 332, 843
744, 307, 755
584, 190, 902
552, 40, 1035
605, -10, 918
546, -65, 904
546, -65, 904
590, -121, 870
660, -192, 878
670, -267, 981
699, -313, 1075
651, -355, 1028
596, -326, 875
512, -202, 1065
334, 1, 1230
334, 1, 1230
76, 156, 1060
-34, 190, 808
-162, 229, 849
-309, 403, 1050
-476, 447, 966
-516, 453, 998
-516, 453, 998
-502, 454, 1123
-,-,-
-13, -60, 1005
-13, -60, 1005
53, -59, 976
144, -59, 996
162, -82, 975
204, -29, 905
373, 138, 968
373, 138, 968
773, 206, 1217
880, 132, 1248
820, 220, 1072
739, 266, 990
532, 369, 919
381, 251, 797
381, 251, 797
268, 49, 766
77, -124, 697
-166, -253, 859
-407, -277, 1064
-480, -431, 1021
-404, -526, 1037
-445, -448, 1050
-471, -435, 1080
-543, -322, 1109
-565, -70, 1171
-578, 185, 1175
-556, 416, 1140
-481, 476, 1094
-422, 455, 1124
-422, 455, 1124
-324, 493, 1086
-160, 540, 1096
28, 364, 1094
71, 223, 1124
54, 166, 1034
146, -94, 846
197, -353, 818
286, -484, 929
286, -484, 929
325, -636, 897
242, -704, 737
165, -609, 769
153, -541, 934
164, -592, 1063
48, -619, 1023
-79, -586, 1019
-163, -455, 929
-172, -367, 1025
-239, -360, 1161
-242, -518, 1163
-218, -649, 1251
-246, -569, 1182
-249, -574, 1083
-234, -548, 1066
-226, -390, 1123
-123, -238, 1123
102, -109, 970
102, -109, 970
170, -13, 901
350, 3, 821
590, 141, 657
721, 217, 828
716, 197, 987
716, 197, 987
603, 162, 959
687, 149, 997
825, 6, 1014
759, -139, 962
594, -165, 931
594, -165, 931
527, -184, 950
534, -209, 991
604, -376, 970
618, -521, 952
636, -565, 1038
476, -440, 930
376, -244, 938
274, -29, 992
274, -29, 992
70, 201, 929
-27, 299, 837
-64, 375, 932
-165, 500, 1032
-,-,-
176, -217, 992
183, -185, 1013
181, -203, 1028
234, -181, 1017
281, -243, 1001
379, -294, 1010
529, -383, 1024
629, -505, 1053
665, -533, 1032
665, -533, 1032
636, -445, 936
440, -343, 794
280, -271, 786
221, -371, 971
64, -457, 1022
-79, -354, 1005
-163, -187, 968
-172, -5, 960
-142, -32, 937
-142, -32, 937
-87, -73, 1026
-51, -116, 1075
-6, -20, 1011
127, 104, 959
168, 157, 946
214, 121, 980
307, 82, 1077
307, 82, 1077
273, -6, 1154
152, 25, 1138
66, 231, 1052
133, 348, 988
203, 333, 990
203, 333, 990
202, 434, 1003
181, 575, 968
145, 512, 913
202, 363, 1027
210, 202, 1088
160, 23, 1053
160, 23, 1053
169, -117, 1037
134, -208, 1050
92, -335, 1085
-14, -496, 1041
-18, -462, 1020
-7, -487, 1048
-4, -535, 1178
-96, -573, 1166
-118, -575, 1099
-134, -537, 1003
-124, -515, 967
-97, -494, 968
-97, -494, 968
-103, -484, 969
-218, -429, 1017
-346, -415, 1074
-366, -445, 1043
-293, -394, 978
-239, -275, 977
-386, -211, 1049
-516, -341, 1143
-424, -376, 1032
-170, -346, 862
-29, -291, 944
77, -126, 1096
172, -212, 993
320, -281, 741
451, -266, 784
507, -219, 981
507, -219, 981
586, -323, 1047
561, -372, 922
471, -335, 832
378, -297, 842
316, -420, 938
263, -490, 984
206, -396, 953
178, -361, 953
72, -448, 1039
72, -448, 1039
-77, -569, 1051
-104, -615, 986
-91, -561, 1006
-32, -605, 1059
-16, -632, 1106
1, -627, 1013
80, -483, 1001
84, -450, 1071
106, -476, 1086
131, -347, 1025
270, -178, 976
270, -178, 976
353, -46, 1004
-,-,-
35, -226, 1002
5, -281, 919
38, -369, 874
-46, -291, 922
-265, -422, 955
-485, -784, 1022
-626, -973, 1221
-630, -914, 1194
-479, -934, 967
-429, -968, 921
-395, -837, 743
-193, -641, 770
-25, -456, 755
-25, -456, 755
94, -308, 898
127, -292, 991
-25, 128, 1026
-91, 562, 1113
182, 486, 1200
319, 255, 1147
441, 147, 1042
441, 147, 1042
590, 243, 1029
597, 260, 1186
526, 80, 1198
514, -31, 1083
535, -174, 973
572, -341, 937
557, -494, 990
599, -605, 971
599, -605, 971
629, -649, 976
514, -569, 979
428, -368, 1003
394, -355, 998
290, -359, 1014
74, -223, 993
-205, -94, 987
-267, -32, 1038
-336, -19, 1096
-336, -19, 1096
-360, 15, 1023
-424, 165, 994
-453, 296, 995
-383, 395, 1024
-296, 391, 1043
-218, 477, 1094
-205, 513, 1130
-90, 527, 1036
105, 520, 1052
227, 461, 1113
173, 358, 1269
173, 358, 1269
161, 192, 996
94, 236, 975
126, 162, 1047
67, -51, 1094
48, -160, 1087
-27, -237, 854
-27, -237, 854
-124, -444, 825
-246, -618, 888
-339, -648, 815
-417, -542, 860
-521, -513, 871
-424, -708, 903
-407, -694, 887
-437, -553, 882
-536, -314, 903
-605, -113, 917
-557, -86, 1081
-569, -9, 1124
-628, 82, 900
-628, 82, 900
-642, 85, 749
-545, 68, 940
-626, 58, 1084
-627, 52, 954
-531, -86, 975
-214, -226, 943
-214, -226, 943
-150, -336, 946
-61, -406, 918
106, -374, 1030
283, -410, 1091
412, -579, 1163
588, -601, 1187
582, -479, 1087
503, -429, 1086
410, -372, 1142
339, -343, 1117
277, -395, 1107
270, -332, 1056
-,-,-
-76, -100, 989
-97, -107, 939
-137, -81, 956
-159, 7, 1003
-159, 7, 1003
-321, 188, 993
-494, 347, 1052
-731, 545, 1161
-738, 574, 1155
-645, 403, 1056
-534, 165, 730
-248, 193, 809
-267, 339, 1059
-141, 318, 1003
145, 159, 875
145, 159, 875
259, -33, 682
64, -68, 827
33, -165, 1212
187, -225, 1215
253, -342, 1102
148, -412, 1126
75, -516, 1176
70, -562, 1120
70, -562, 1120
49, -563, 1091
-65, -652, 1134
-182, -683, 1147
-278, -554, 1008
-407, -416, 827
-526, -385, 862
-634, -377, 1056
-666, -300, 1105
-647, -266, 996
-556, -264, 1023
-462, -218, 1031
-382, -188, 958
-261, -92, 909
-107, -49, 967
17, 84, 939
17, 84, 939
81, 271, 892
124, 254, 928
155, 231, 1008
223, 229, 1004
313, 248, 964
313, 248, 964
317, 210, 997
285, 170, 1046
296, 178, 1114
348, 112, 1210
412, -1, 1216
530, -137, 1070
530, -137, 1070
562, -282, 1031
510, -293, 1109
394, -309, 1161
292, -412, 1209
234, -343, 1123
218, -188, 1099
158, -143, 1054
99, -176, 891
9, -109, 871
-171, -150, 992
-238, 35, 1050
-238, 35, 1050
-306, 323, 770
-363, 276, 579
-361, 208, 761
-448, 206, 1015
-464, 173, 1065
-437, 279, 909
-383, 341, 810
-243, 392, 1005
-77, 405, 1102
-16, 371, 1049
-16, 371, 1049
4, 318, 958
54, 261, 966
109, 281, 1040
130, 293, 1023
130, 278, 939
130, 278, 939
100, 206, 930
23, 179, 1011
-102, 85, 1021
-198, -7, 959
-276, -91, 941
-337, -136, 970
-394, -174, 1001
-423, -198, 1021
-474, -318, 1035
-524, -385, 1072
-539, -398, 1065
-553, -389, 1052
-,-,-
117, -48, 1010
58, -77, 896
135, 9, 934
211, 138, 948
211, 138, 948
337, 379, 957
639, 728, 1098
883, 1097, 1257
893, 1254, 1138
566, 958, 654
252, 472, 430
252, 472, 430
99, 286, 571
164, 201, 761
174, -171, 931
80, -315, 1146
-348, -266, 1185
-448, -373, 1252
-208, -509, 1242
-215, -496, 1090
-344, -370, 913
-377, -268, 968
-442, -296, 1170
-509, -217, 1245
-586, -158, 1183
-532, -45, 1011
-490, 48, 976
-490, 48, 976
-448, 124, 865
-576, 224, 944
-552, 261, 1005
-370, 318, 1034
-317, 397, 1078
-273, 384, 945
-102, 328, 893
-143, 153, 989
-143, 153, 989
-125, -17, 1002
71, -12, 975
215, -78, 942
292, -165, 965
167, -294, 957
111, -293, 960
216, -216, 906
216, -216, 906
307, -176, 957
278, -274, 1017
146, -352, 1101
68, -294, 1088
53, -280, 1074
56, -324, 1116
31, -385, 1180
-80, -450, 1251
-178, -443, 1102
-177, -514, 1076
-249, -483, 1317
-204, -480, 1316
-125, -485, 1310
-166, -461, 1178
-284, -484, 1066
-231, -446, 964
-64, -242, 842
-163, -151, 822
-163, -151, 822
-330, -176, 864
-103, -139, 902
263, 10, 1028
280, 245, 899
-33, 501, 848
-26, 645, 832
241, 514, 911
241, 514, 911
530, 323, 1062
567, 343, 1079
416, 425, 965
496, 394, 923
531, 146, 842
443, -49, 775
443, -49, 775
384, -130, 852
496, -101, 1000
583, -50, 1125
561, -68, 1019
425, -174, 913
387, -244, 1100
397, -169, 1188
330, -48, 1091
184, 38, 954
184, 38, 954
-14, 144, 1002
-205, 281, 947
-298, 286, 867
-290, 332, 889
-405, 396, 1055
-515, 571, 1137
-600, 510, 1108
-600, 510, 1108
-525, 149, 1188
-194, 103, 1165
-97, 249, 1005
